horizon,horizon_seconds,feature_set,n_features,roc_auc_val,pr_auc_val,roc_auc_test,pr_auc_test,best_decision_threshold_by_val_f1,val_accuracy_at_best_threshold,val_precision_at_best_threshold,val_recall_at_best_threshold,val_f1_at_best_threshold,test_accuracy_at_best_threshold,test_precision_at_best_threshold,test_recall_at_best_threshold,test_f1_at_best_threshold
3min30s,210,total_depth+imbalance,6,0.7996540496540496,0.18559454215342908,0.8365676073780217,0.16236351138521743,0.8,0.919151376146789,0.23822714681440443,0.36752136752136755,0.28907563025210087,0.8734133194227091,0.17979197622585438,0.4074074074074074,0.24948453608247423
10min,600,local_depth,6,0.805334936290125,0.1836803563245698,0.7821149842018666,0.1623489146949614,0.7,0.7904871943000192,0.16517493897477625,0.7660377358490567,0.2717536813922356,0.7397789085804527,0.17919422730006013,0.7163461538461539,0.2866762866762867
2min,120,imbalance,3,0.5763436380633831,0.04761920662767273,0.7432149855233527,0.1612348787964777,0.4,0.42510971188704444,0.05047923322683706,0.7939698492462312,0.09492340042054671,0.528023598820059,0.07142857142857142,0.8306451612903226,0.13154533844189017
4min,240,total_depth,3,0.8462296726244307,0.22438168487093862,0.8477023521039742,0.16120473222925416,0.6,0.9082042455536431,0.2885304659498208,0.6598360655737705,0.4014962593516209,0.8320863058987298,0.1702127659574468,0.535031847133758,0.2582628747117602
6min30s,390,local_depth,6,0.8140211333770931,0.16833728403166656,0.8103084217665609,0.16107650457365863,0.7,0.7932489451476793,0.1711273317112733,0.7902621722846442,0.2813333333333333,0.7420988301030208,0.16415208207604104,0.7472527472527473,0.26917367639782286
8min,480,local_depth,6,0.796267238330976,0.14058469529150808,0.7962528306008992,0.16068267608613804,0.7,0.7878962536023055,0.15528455284552845,0.74609375,0.2570659488559892,0.7389326334208224,0.16596512327119664,0.7244094488188977,0.2700587084148728
4min30s,270,total_depth,3,0.8484009418707269,0.23996498505692263,0.8449849669626204,0.16063817899958338,0.6,0.9092996555683123,0.3052064631956912,0.6614785992217899,0.4176904176904177,0.8324917290614662,0.17055837563451776,0.536741214057508,0.2588597842835131
8min30s,510,local_depth,6,0.7962073278633218,0.1503292007592482,0.7920544202703238,0.1596927644089364,0.7,0.7885428681276432,0.15665584415584416,0.7598425196850394,0.2597577388963661,0.7398003852215024,0.17057057057057057,0.7300771208226221,0.2765335929892892
3min,180,local_depth,6,0.8035157528622866,0.09823373717911817,0.8512267253602532,0.15908047136942383,0.7,0.7831900668576887,0.12387202625102543,0.6926605504587156,0.21016005567153792,0.7497827975673328,0.13825170489770613,0.8168498168498168,0.23647932131495228
6min,360,local_depth+imbalance,9,0.8185894376839258,0.14978402215400421,0.8105770036887994,0.15828103895024923,0.7,0.7949012842629863,0.17341977309562398,0.8106060606060606,0.2857142857142857,0.7344268016053045,0.15411973918197985,0.7323943661971831,0.2546523016650343
1min30s,90,imbalance,3,0.5846432012870064,0.04254351625110386,0.7489101457270904,0.1573532640197585,0.5,0.6289092295957285,0.04361210877373012,0.5089820359281437,0.08034026465028356,0.8297208253858158,0.10728744939271255,0.5145631067961165,0.17755443886097153
9min,540,local_depth,6,0.7979611811110062,0.16550935318524435,0.7840501972321421,0.15714308901926763,0.7,0.790151952298519,0.16437246963562754,0.7748091603053435,0.2712090848363393,0.7378657788680568,0.16916616676664667,0.7175572519083969,0.2737864077669903
6min,360,local_depth,6,0.8187530972964042,0.1500540193234807,0.8096841465459425,0.1568134161862994,0.7,0.7943262411347518,0.17193836171938362,0.803030303030303,0.2832331329325317,0.7333798638980981,0.1535735380980508,0.7323943661971831,0.25390625
3min30s,210,imbalance,3,0.5712336216537897,0.0519996545600004,0.7235192655067977,0.15673780865054537,0.5,0.6127675840978594,0.05818540433925049,0.5042735042735043,0.10433244916003537,0.8207268301165015,0.1464354527938343,0.5117845117845118,0.22771535580524344
2min30s,150,imbalance,3,0.566227774735526,0.042713404666853715,0.7482386083760884,0.15545794373485616,0.5,0.6200840015273005,0.05218263923733066,0.5073170731707317,0.09463148316651501,0.827053307865949,0.13386613386613386,0.5095057034220533,0.2120253164556962
9min30s,570,local_depth,6,0.8002603711020448,0.1720109081714156,0.7805236408381367,0.15480956787028222,0.7,0.7902232486528099,0.16354759967453214,0.7642585551330798,0.26943699731903487,0.737506575486586,0.16947115384615385,0.7103274559193955,0.27365356622998543
3min30s,210,price+total_depth,9,0.9103530301009293,0.25841517554050053,0.7818460858431522,0.15465009468026994,0.6,0.8923929663608563,0.2612481857764877,0.7692307692307693,0.39003250270855905,0.58981046774474,0.10467791411042945,0.9191919191919192,0.18795180722891566
3min30s,210,total_depth,3,0.8444360650243004,0.2229790981124702,0.8473081876088844,0.15196499355151494,0.5,0.8912461773700305,0.2582972582972583,0.7649572649572649,0.3861920172599784,0.803338549817423,0.1647909967845659,0.6902356902356902,0.26606099935107075
3min,180,local_depth+imbalance,9,0.8060155105668251,0.10028401187690769,0.8428155815970482,0.15178373659157401,0.7,0.7845272206303725,0.12582236842105263,0.7018348623853211,0.21338912133891214,0.7471763683753258,0.13473423980222496,0.7985347985347986,0.23056583818085669
2min30s,150,price+total_depth+imbalance,12,0.8404200568928002,0.1764878069398703,0.8223063022675321,0.151635309549558,0.8,0.9322260404734631,0.25,0.36585365853658536,0.297029702970297,0.8873068241014065,0.1717687074829932,0.3840304182509506,0.23736780258519388
10min,600,imbalance,3,0.5310187454055378,0.054696231583638774,0.639853066439523,0.15095528734877042,0.6,0.7560177161563644,0.07032590051457976,0.30943396226415093,0.1146051712089448,0.8994560449201614,0.24429967426710097,0.18028846153846154,0.2074688796680498
3min30s,210,local_depth,6,0.7995206629660411,0.10471009721195816,0.8392660253679689,0.15067834553909276,0.7,0.7857415902140673,0.1373671300081766,0.717948717948718,0.2306108442004118,0.7489132324813076,0.1457689932056825,0.7946127946127947,0.24634655532359082
3min,180,imbalance,3,0.5758019065452691,0.04903181747472195,0.7364915881880493,0.1503397498592733,0.5,0.6179560649474689,0.05583250249252243,0.5137614678899083,0.10071942446043165,0.8224152910512598,0.13816425120772946,0.5238095238095238,0.21865443425076453
7min30s,450,price+local_depth+imbalance,15,0.8188254360252478,0.1598339246723883,0.766805448020296,0.14931393343707974,0.6,0.7580645161290323,0.15157894736842106,0.8089887640449438,0.2553191489361702,0.7004721105088302,0.1534446764091858,0.7636363636363637,0.25554106910039115
5min30s,330,local_depth,6,0.8141043734491316,0.14050683640845313,0.8088513154999936,0.14895939955860263,0.7,0.7915708812260537,0.16450567260940033,0.7807692307692308,0.2717536813922356,0.7323452484742807,0.14742451154529307,0.7238372093023255,0.24495818986719134
3min,180,price+total_depth+imbalance,12,0.8489932394994633,0.1922001079253714,0.8157506484759313,0.1489587293395031,0.8,0.9316141356255969,0.2651006711409396,0.3623853211009174,0.3062015503875969,0.8844483058210252,0.17114093959731544,0.37362637362637363,0.23475258918296893
4min,240,local_depth,6,0.8075365440584047,0.1147369938209995,0.8275500861097727,0.14825906419167548,0.7,0.7873398355326067,0.1465798045602606,0.7377049180327869,0.24456521739130435,0.7414303114668522,0.14527845036319612,0.7643312101910829,0.2441505595116989
2min,120,price+total_depth+imbalance,12,0.8422766350594703,0.17361898943871745,0.827452256309771,0.14775819719250766,0.8,0.9318832283915284,0.23666666666666666,0.35678391959798994,0.2845691382765531,0.8891202498698595,0.16808149405772496,0.39919354838709675,0.23655913978494625
4min,240,imbalance,3,0.5503707844846014,0.051970177768431894,0.7029687648376692,0.14733254717706093,0.5,0.6087205966724039,0.05789990186457311,0.48360655737704916,0.10341805433829973,0.817817991995824,0.1486097794822627,0.49363057324840764,0.22844509948415623
7min,420,imbalance,3,0.5411699181347229,0.054409428958988475,0.6476594963108084,0.14688081598722852,0.5,0.5948954135482633,0.059637404580152674,0.4716981132075472,0.1058873358746294,0.7980080377424428,0.14777878513145964,0.43007915567282323,0.21997300944669365
8min,480,imbalance,3,0.5225716369468579,0.052226990304474766,0.6451186711897233,0.14609593215243238,0.6,0.7496637848222862,0.0633861551292744,0.296875,0.10446735395189004,0.9090113735783028,0.2627986348122867,0.2020997375328084,0.228486646884273
1min,60,imbalance,3,0.5955033549322684,0.038217731400900824,0.7686866322064982,0.14605673529446614,0.4,0.462359443491519,0.034984412885348114,0.7426470588235294,0.0668210387032749,0.586380176745798,0.05436971405557793,0.7758620689655172,0.10161836657884833
5min30s,330,local_depth+imbalance,9,0.8141826923076922,0.14046616049204022,0.8053182953501314,0.1459992230326081,0.7,0.7919540229885057,0.16639741518578352,0.7923076923076923,0.2750333778371162,0.7311246730601569,0.14681603773584906,0.7238372093023255,0.24411764705882352
10min,600,price+local_depth+imbalance,15,0.8126309421710366,0.16810915905518597,0.7468731344370185,0.14591581315763266,0.6,0.7596764875794338,0.1481746599856836,0.7811320754716982,0.2490974729241877,0.6888927882084577,0.1574962140333165,0.75,0.26032540675844806
3min,180,total_depth+imbalance,6,0.7990666595959061,0.16963874987143784,0.8328255108627236,0.14586525255928182,0.8,0.9176695319961795,0.2066115702479339,0.3440366972477064,0.25817555938037867,0.8755864465682016,0.1679160419790105,0.41025641025641024,0.23829787234042554
7min,420,price+local_depth+imbalance,15,0.8230901281004661,0.16802171508658745,0.7735250146145702,0.14575299479484108,0.6,0.7501439263097294,0.14895057549085985,0.8301886792452831,0.2525832376578645,0.7022540625546042,0.15404699738903394,0.7783641160949868,0.25719267654751526
4min30s,270,local_depth,6,0.8108005039807116,0.12129813138529348,0.8215475497031638,0.14540802785935525,0.7,0.7910447761194029,0.16029292107404394,0.7665369649805448,0.2651413189771198,0.7396830924603865,0.14181818181818182,0.7476038338658147,0.23841059602649006
6min30s,390,price+local_depth+imbalance,15,0.8299699662868353,0.1728662452696268,0.7813062846159994,0.1449181036920099,0.6,0.7437667817414653,0.14996725605762934,0.8576779026217228,0.2552954292084727,0.7054304173214597,0.15456919060052218,0.8131868131868132,0.25976305397103994
3min30s,210,local_depth+imbalance,9,0.8019387242076318,0.10601541416376455,0.8310917511504238,0.1447589662955969,0.6,0.7561162079510704,0.1361731843575419,0.8333333333333334,0.234093637454982,0.6878803686315423,0.12773359840954274,0.8653198653198653,0.22260718925941966
6min30s,390,imbalance,3,0.5453000305106792,0.05556205795876731,0.6482758338063205,0.14474754826950495,0.5,0.5953202915228232,0.05972288580984233,0.4681647940074906,0.1059322033898305,0.8061812467260345,0.150093808630394,0.43956043956043955,0.22377622377622378
8min30s,510,imbalance,3,0.533659507698967,0.053078067811768194,0.637763988836174,0.14473438636802696,0.6,0.7574009996155325,0.06626506024096386,0.3031496062992126,0.10875706214689265,0.9042199264577132,0.24516129032258063,0.1953727506426735,0.21745350500715308
5min,300,local_depth,6,0.8127469920823546,0.1328938819000838,0.8125988839356144,0.1443538991598811,0.7,0.7880528431935669,0.16428571428571428,0.7931034482758621,0.27218934911242604,0.7213800313643491,0.1374786081003993,0.7347560975609756,0.2316194137433926
2min30s,150,total_depth+imbalance,6,0.7927551331940897,0.15940661611824053,0.8375119686076565,0.14388105109176205,0.9,0.9438717067583047,0.2620320855614973,0.23902439024390243,0.25,0.9145685014759507,0.1519756838905775,0.19011406844106463,0.16891891891891891
5min,300,local_depth+imbalance,9,0.8125361946193369,0.13239094209615718,0.8115345434548413,0.1437821477647751,0.7,0.7922649818112196,0.16774193548387098,0.7969348659003831,0.27714856762158563,0.7206830458267991,0.13675213675213677,0.7317073170731707,0.23043686989918388
4min30s,270,local_depth+imbalance,9,0.8118114410512494,0.1219319575815851,0.8156167075588819,0.14322032370576895,0.7,0.7920015308075009,0.16369529983792544,0.7859922178988327,0.27095908786049633,0.7349817168727146,0.1403926234384295,0.7539936102236422,0.23671013039117353
8min30s,510,price+local_depth+imbalance,15,0.8081329289174342,0.14766782598557673,0.7581692716559965,0.14307228708464959,0.6,0.7558631295655517,0.14073550212164074,0.7834645669291339,0.23860911270983212,0.6743127298196463,0.14278776104905294,0.7557840616966581,0.24019607843137256
8min,480,price+local_depth+imbalance,15,0.8127754660032329,0.1467547605382115,0.7651951970570608,0.142736055662112,0.6,0.7552353506243996,0.1420534458509142,0.7890625,0.24076281287246723,0.6951881014873141,0.14940752189592993,0.7611548556430446,0.24978466838931956
4min,240,local_depth+imbalance,9,0.8082098755282241,0.11486582427283223,0.8204438316914445,0.14271652223061124,0.7,0.7881048001529929,0.14991896272285252,0.7581967213114754,0.2503382949932341,0.7377762310770837,0.1434548714883443,0.7643312101910829,0.24157020634121792
7min30s,450,imbalance,3,0.5334618915184192,0.05380962984748703,0.6471501127294153,0.1411838540908145,0.5,0.5942780337941628,0.059637404580152674,0.4681647940074906,0.10579771476936098,0.8036369994754328,0.15384615384615385,0.42597402597402595,0.22605099931082012
2min,120,total_depth+imbalance,6,0.7991783590702422,0.15644111934968224,0.8433422045447898,0.14109424996260292,0.9,0.944094638427781,0.25263157894736843,0.24120603015075376,0.2467866323907455,0.9170570883220545,0.147239263803681,0.1935483870967742,0.1672473867595819
1min,60,price+local_depth+imbalance,15,0.8605660225350168,0.10401664309085869,0.8579801576788879,0.1396080580864309,0.7,0.7995044787497617,0.09611992945326278,0.8014705882352942,0.17165354330708663,0.7773349506151447,0.1017921146953405,0.8160919540229885,0.1810070108349267
9min30s,570,price+local_depth+imbalance,15,0.8138870754035636,0.16813131171975781,0.7486586640664388,0.13891524109833528,0.7,0.7963818321785989,0.15464813205907907,0.6768060836501901,0.25176803394625175,0.7457478520077152,0.15384615384615385,0.5894206549118388,0.2440041710114703
5min,300,imbalance,3,0.5433146318148194,0.056995560597528236,0.6704432254080441,0.13853077139688952,0.5,0.6063565000957304,0.060264576188143064,0.47126436781609193,0.10686359687228497,0.8104199337863739,0.14083175803402648,0.45426829268292684,0.215007215007215
6min,360,price+local_depth+imbalance,15,0.8363266217596926,0.15720482599189178,0.7781569626089873,0.1376875241103061,0.6,0.7454475752348093,0.1504599211563732,0.8674242424242424,0.2564389697648376,0.7063339731285988,0.15126050420168066,0.8112676056338028,0.2549800796812749
3min,180,price+total_depth,9,0.9084699178755535,0.2361742436623758,0.7730227330738093,0.13634614102258424,0.6,0.8905444126074499,0.24238026124818576,0.7660550458715596,0.36824696802646084,0.5867940920938315,0.09503655252020007,0.9047619047619048,0.17200557103064068
9min,540,price+local_depth+imbalance,15,0.8124374755507177,0.16857084420152052,0.7518720054855339,0.13606517118835962,0.6,0.7564916330063474,0.1459802538787024,0.7900763358778626,0.24642857142857144,0.6700543192570527,0.14182692307692307,0.7506361323155216,0.23857662757784068
3min,180,total_depth,3,0.8397110375183093,0.20472376793464192,0.839936361826183,0.13603787038782528,0.5,0.8899713467048711,0.24132947976878613,0.7660550458715596,0.367032967032967,0.8027801911381407,0.15016233766233766,0.6776556776556777,0.24584717607973422
6min,360,imbalance,3,0.5469053037950675,0.054696199459879045,0.652110580147552,0.13496571713259453,0.5,0.5947862756373394,0.060361216730038025,0.4810606060606061,0.10726351351351351,0.8057930553132089,0.146455223880597,0.4422535211267606,0.22004204625087595
5min30s,330,imbalance,3,0.5444509925558313,0.05359171415858994,0.6544704136523836,0.1332977710938973,0.5,0.5957854406130269,0.05868320610687023,0.47307692307692306,0.10441426146010187,0.7975588491717523,0.13559322033898305,0.4418604651162791,0.2075085324232082
2min30s,150,price+total_depth,9,0.9101403904958978,0.22379864010537764,0.7783794366867574,0.13102863200307424,0.6,0.8883161512027491,0.2230320699708455,0.7463414634146341,0.3434343434343434,0.5985414134398334,0.093935790725327,0.9011406844106464,0.17013639626704954
2min30s,150,total_depth,3,0.8462178887634296,0.19768898905949123,0.8417480255256502,0.13084958932676127,0.5,0.8888888888888888,0.22641509433962265,0.7609756097560976,0.348993288590604,0.8041326619204723,0.1469387755102041,0.6844106463878327,0.24193548387096775
9min30s,570,imbalance,3,0.5364376947676817,0.05599986260692959,0.6272671686726969,0.13068987352483075,0.6,0.7569284064665127,0.07191780821917808,0.3193916349809886,0.11740041928721175,0.8981237944941259,0.2070063694267516,0.163727959697733,0.1828410689170183
9min,540,imbalance,3,0.5305505862416061,0.05751095438694873,0.6226210279438538,0.12960013415008903,0.6,0.7551452202346605,0.06905370843989769,0.30916030534351147,0.11289198606271778,0.9004731032065884,0.21864951768488747,0.17302798982188294,0.19318181818181818
4min30s,270,imbalance,3,0.5467532945507282,0.056294733967545564,0.6820050718114369,0.12957308634499198,0.5,0.6042862610026789,0.05807711078574915,0.46303501945525294,0.10320901994796183,0.8129897266237158,0.13933649289099526,0.4696485623003195,0.2149122807017544
7min30s,450,price+local_depth,12,0.8272378106601721,0.1697813259540226,0.7605227917938829,0.12941822721583593,0.7,0.804531490015361,0.16140667267808836,0.6704119850187266,0.2601744186046512,0.7420877775834936,0.1554993678887484,0.638961038961039,0.25012709710218606
10min,600,price+local_depth,12,0.8270407069345749,0.19883079077873342,0.7369838305741202,0.1292089876582807,0.7,0.8149431927594839,0.16666666666666666,0.6566037735849056,0.26585179526355995,0.7332865414985085,0.15456821026282855,0.59375,0.24528301886792453
8min30s,510,price+local_depth,12,0.8165209517565357,0.15882712219840547,0.7507677787019782,0.12853824953902768,0.7,0.8066128412149174,0.15249537892791126,0.6496062992125984,0.2470059880239521,0.7382244790754684,0.15220125786163521,0.622107969151671,0.24456796361798888
9min,540,price+local_depth,12,0.8213690979625725,0.1817023861447858,0.7447464616486673,0.12851974975113392,0.7,0.80688593960377,0.15837937384898712,0.6564885496183206,0.2551928783382789,0.7354126511301909,0.14984326018808777,0.6081424936386769,0.24044265593561368
8min,480,price+local_depth,12,0.820105703172358,0.15543952871698888,0.7579943255124606,0.12804564593927445,0.7,0.8038424591738713,0.15321849501359927,0.66015625,0.2487122884473878,0.742082239720035,0.1538948701709943,0.6377952755905512,0.2479591836734694
7min,420,price+local_depth,12,0.8322433222195943,0.17623699403791884,0.7650061025705845,0.12796418225711595,0.7,0.8031088082901554,0.16057091882247992,0.6792452830188679,0.2597402597402597,0.7440153765507601,0.15676359039190899,0.6543535620052771,0.25293217746047936
2min,120,total_depth,3,0.8518853689311292,0.19270329634020014,0.8458222443190127,0.12709153038970353,0.5,0.8891432932646441,0.22318840579710145,0.7738693467336684,0.3464566929133858,0.8018393197987159,0.13951612903225807,0.6975806451612904,0.2325268817204301
1min30s,90,price+total_depth+imbalance,12,0.8271752732470847,0.1372211101826093,0.8292485985093832,0.12695357159144188,0.8,0.9279176201372997,0.18126888217522658,0.3592814371257485,0.24096385542168675,0.8924917634818796,0.15033783783783783,0.4320388349514563,0.22305764411027568
2min,120,price+total_depth,9,0.911156337020286,0.21859430374968788,0.7803556283449828,0.1267731092174351,0.6,0.8893340965464606,0.21944035346097202,0.7487437185929648,0.33940774487471526,0.6127017178552837,0.0914332784184514,0.8951612903225806,0.16591928251121077
9min30s,570,price+local_depth,12,0.8254141619372598,0.19105854293463218,0.7395448904856533,0.1266489215567118,0.7,0.8102386451116244,0.1618334892422825,0.6577946768060836,0.25975975975975973,0.7338243029984218,0.14902943018159048,0.5994962216624685,0.238716148445336
6min30s,390,price+local_depth,12,0.8376960576114303,0.18054379466839562,0.7721993184887087,0.12652730708502488,0.7,0.7926735711545838,0.15798319327731092,0.704119850187266,0.25806451612903225,0.7466387288283569,0.15709779179810726,0.6840659340659341,0.25551564905079527
5min30s,330,price+local_depth+imbalance,15,0.8350108560794045,0.14986908115920963,0.7764253946068599,0.12644678192187378,0.6,0.7522988505747127,0.15358819584171696,0.8807692307692307,0.2615648201027984,0.6913687881429816,0.14206827309236947,0.8226744186046512,0.2422945205479452
2min,120,price+local_depth+imbalance,15,0.8375066526603664,0.1093914737377234,0.8230069019974849,0.12612160287824692,0.7,0.793932455638237,0.12188841201716738,0.7135678391959799,0.20821114369501467,0.7636647579385737,0.12313937753721245,0.7338709677419355,0.21089223638470453
5min,300,price+local_depth+imbalance,15,0.8305520422645053,0.13921021784619056,0.7825438019211093,0.1251021283577157,0.6,0.752441125789776,0.15275908479138628,0.8697318007662835,0.25987406983400113,0.7008189580066214,0.14182568334192883,0.8384146341463414,0.24261138067931187
1min30s,90,total_depth+imbalance,6,0.7841292007279512,0.12502767415118027,0.8450748363690961,0.12415466702683385,0.9,0.9467963386727689,0.19230769230769232,0.20958083832335328,0.20057306590257878,0.9264782382521242,0.1437908496732026,0.21359223300970873,0.171875
4min,240,price+local_depth+imbalance,15,0.8293519903974218,0.1257911873540795,0.7914689776208379,0.12274297479504022,0.6,0.7500478102887741,0.13917175831636117,0.8401639344262295,0.23878858474082704,0.7108056377240299,0.14376321353065538,0.8662420382165605,0.24660018132366274
6min,360,price+local_depth,12,0.8433112163427123,0.16388583810886334,0.7710670271629778,0.12181392855550127,0.7,0.7943262411347518,0.159798149705635,0.7196969696969697,0.2615278733654508,0.7455941371488396,0.15072830905636478,0.6704225352112676,0.24612202688728024
4min30s,270,price+local_depth+imbalance,15,0.8312674770346575,0.1313379436077274,0.7868191740360911,0.12180475378414382,0.6,0.7539226942212017,0.150237933378654,0.8599221789883269,0.25578703703703703,0.7055545881943235,0.1400208986415883,0.8562300319488818,0.24068253255500674
2min30s,150,price+local_depth+imbalance,15,0.8295125343464839,0.10588977839566593,0.8082919620768094,0.11956723987226642,0.7,0.7907598319969454,0.11955593509820667,0.6829268292682927,0.20348837209302326,0.7574231637437056,0.12450331125827814,0.714828897338403,0.21206993795826284
3min30s,210,price+local_depth+imbalance,15,0.8231053105002685,0.1156321030445279,0.7944368510925167,0.1171451045758818,0.7,0.7907110091743119,0.13236549957301452,0.6623931623931624,0.2206405693950178,0.7475221700573813,0.13146139119336311,0.6936026936026936,0.22103004291845493
5min30s,330,price+local_depth,12,0.8385072890818859,0.1532292889949737,0.7717874968185563,0.11645259706668204,0.7,0.7936781609195402,0.1570109151973132,0.7192307692307692,0.25775327360441075,0.7417611159546643,0.14357366771159874,0.6656976744186046,0.2362042289840124
1min,60,price+total_depth+imbalance,12,0.8155003049938425,0.09359220968643422,0.8365236713428172,0.11571118035799027,0.8,0.9155708023632552,0.1172069825436409,0.34558823529411764,0.1750465549348231,0.8955120429734881,0.13080895008605853,0.4367816091954023,0.20132450331125828
3min,180,price+local_depth+imbalance,15,0.8233912952841074,0.1104162358341861,0.8007792402174014,0.11491457311668218,0.6,0.7501432664756447,0.12257617728531855,0.8119266055045872,0.21299638989169675,0.7131190269331017,0.1311563169164882,0.8974358974358975,0.22886501634750117
1min,60,total_depth+imbalance,6,0.773598179244306,0.08055137486385369,0.8502882291211015,0.11401014123607266,0.8,0.9182389937106918,0.11345646437994723,0.3161764705882353,0.1669902912621359,0.8896205163749783,0.12479740680713128,0.4425287356321839,0.19469026548672566
4min,240,price+local_depth,12,0.8310653271289279,0.12801993829803093,0.7876007789153568,0.11142858955976183,0.7,0.7917383820998278,0.14225232853513972,0.6885245901639344,0.23578947368421052,0.7447363842004524,0.13581806696146556,0.6847133757961783,0.22667369530838166
5min,300,price+local_depth,12,0.8347973332962701,0.14343629969231952,0.7759391438397842,0.11141315316902344,0.7,0.7905418341949071,0.15435684647302905,0.7126436781609196,0.25375170532060026,0.7450775396410525,0.14240705734089476,0.6890243902439024,0.2360313315926893
4min30s,270,price+local_depth,12,0.833568905423744,0.1343530441904309,0.7818273818979872,0.10849755304620806,0.7,0.7918101798698813,0.15230125523012553,0.708171206225681,0.25068870523415976,0.7440362180045272,0.13547574039067423,0.6869009584664537,0.22631578947368422
2min,120,price+local_depth,12,0.8411434403273808,0.11146107822932744,0.8171248501155207,0.10836044788168722,0.7,0.7992749475290974,0.1268591426071741,0.7286432160804021,0.21609538002980627,0.7617560298455666,0.12324179504353651,0.7419354838709677,0.21137277426766227
3min30s,210,price+local_depth,12,0.8227496126655791,0.11631172027253027,0.7910050264285688,0.10808429354745644,0.7,0.7909021406727829,0.13373083475298125,0.6709401709401709,0.22301136363636365,0.7468266388454182,0.1301850670070198,0.6868686868686869,0.21888412017167383
1min30s,90,price+local_depth+imbalance,15,0.8440519001390562,0.09795639819549422,0.8338341047133033,0.10797384412528767,0.7,0.795766590389016,0.10899653979238755,0.7544910179640718,0.19047619047619047,0.7671232876712328,0.10657439446366782,0.7475728155339806,0.18655360387643852
1min30s,90,total_depth,3,0.8368455132280248,0.15208042138949707,0.8451630023935766,0.10703985348103792,0.5,0.8842486651411137,0.1839080459770115,0.7664670658682635,0.2966396292004635,0.7976417548118606,0.11529223378702963,0.6990291262135923,0.1979381443298969
3min,180,price+local_depth,12,0.8234141533465118,0.11017358170714284,0.7988929470140707,0.10622781756601864,0.7,0.789875835721108,0.12372013651877133,0.6651376146788991,0.20863309352517986,0.7480451781059948,0.12299807815502883,0.7032967032967034,0.2093784078516903
2min30s,150,price+local_depth,12,0.8310274141883084,0.10709285570095081,0.803992257071856,0.1059383741494828,0.7,0.7915234822451317,0.11865864144453998,0.6731707317073171,0.20175438596491227,0.7497829484285466,0.12048969072164949,0.7110266159695817,0.20606060606060606
1min30s,90,price+total_depth,9,0.9031985271135885,0.17771287547581543,0.7788813564648392,0.10374378159226388,0.6,0.8844393592677345,0.17956204379562044,0.7365269461077845,0.2887323943661972,0.6044737298422056,0.07462074620746208,0.883495145631068,0.13761814744801512
1min,60,price+local_depth,12,0.8660084362447776,0.10052205331882345,0.8512904080387892,0.10295068965320163,0.7,0.8021726700971984,0.10017730496453901,0.8308823529411765,0.1787974683544304,0.7735227863455207,0.10356892932120364,0.8505747126436781,0.18465377417342482
1min30s,90,price+local_depth,12,0.8485042913975083,0.10146814598955378,0.8314291799861377,0.09857786740742205,0.7,0.7991990846681922,0.11208406304728546,0.7664670658682635,0.19556913674560733,0.7646956823305011,0.10823689584751532,0.7718446601941747,0.18985074626865672
1min,60,price+total_depth,9,0.8971293173892527,0.1266361682965526,0.7865040590299812,0.09592162679466339,0.6,0.8833619210977701,0.15,0.75,0.25,0.6028417951828106,0.06275805119735756,0.8735632183908046,0.11710323574730354
1min,60,total_depth,3,0.8279489451816726,0.10766428213216368,0.8423385680752621,0.09282780497237023,0.5,0.8799313893653516,0.14511494252873564,0.7426470588235294,0.24278846153846154,0.7970888927395599,0.10088070456365092,0.7241379310344828,0.1770906535488405
6min30s,390,price+imbalance,9,0.5177639533360741,0.07529146276345547,0.45224400808961684,0.07464462563481826,0.5,0.6089374760260836,0.06268509378084897,0.4756554307116105,0.11077191452245966,0.34066701588964554,0.05152471083070452,0.5384615384615384,0.09404990403071017
7min,420,price+imbalance,9,0.5001319915464374,0.06520135723454662,0.43883555448469813,0.0742647134952729,0.5,0.6186912300901938,0.05891393442622951,0.4339622641509434,0.10374379792512405,0.3246549012755548,0.052158273381294966,0.5356200527704486,0.09505970498712245
8min,480,price+imbalance,9,0.4721092644978784,0.05859716638415266,0.4253779301209396,0.07264056309276898,0.5,0.628626320845341,0.05469994689325544,0.40234375,0.09630668536699392,0.2995625546806649,0.05151064883605745,0.5459317585301837,0.09413894546277439
7min30s,450,price+imbalance,9,0.4791407522624649,0.06080566474760499,0.4266611154125215,0.07141019344640945,0.5,0.6367127496159755,0.05770277626565052,0.3970037453183521,0.10076045627376426,0.3187620213324008,0.05296664120193532,0.5402597402597402,0.09647495361781076
8min30s,510,price+imbalance,9,0.4793625357258799,0.06410849115310777,0.4131905298759865,0.07134343182063532,0.5,0.6318723567858516,0.05611972207375735,0.41338582677165353,0.0988235294117647,0.294869549991245,0.05241141732283464,0.5475578406169666,0.09566584325174039
2min,120,price+imbalance,9,0.5463952049019393,0.04844642795917542,0.5295389407188607,0.07066553251015309,0.5,0.636519748139668,0.04675876726886291,0.44221105527638194,0.0845747236905334,0.42894325871941696,0.03991533111581494,0.532258064516129,0.07426160337552742
10min,600,price+imbalance,9,0.47453442783631467,0.06983390354888928,0.3913750928231337,0.06882370065165824,0.5,0.634893125361063,0.05655247417074497,0.39245283018867927,0.09885931558935361,0.28040007018775226,0.054197919187031214,0.5384615384615384,0.09848318311716861
