horizon,horizon_seconds,feature_set,n_features,decision_threshold,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1
2min,120,imbalance,3,0.9,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,imbalance,3,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,local_depth,6,0.1,0.5943522228582332,0.08344141807176826,0.9698492462311558,0.1536624203821656,0.5993406212042339,0.09667318982387475,0.9959677419354839,0.17623974313235818
2min,120,local_depth,6,0.2,0.6481587483304713,0.09342560553633218,0.949748743718593,0.1701170117011701,0.648794030886691,0.10742705570291777,0.9798387096774194,0.19362549800796813
2min,120,local_depth,6,0.3,0.6662850601030338,0.09802904564315353,0.949748743718593,0.1777150916784203,0.6642373763664758,0.1111111111111111,0.9717741935483871,0.1994207695490277
2min,120,local_depth,6,0.4,0.6924251097118871,0.10508664058133035,0.9447236180904522,0.1891348088531187,0.6713517265313205,0.1110586011342155,0.9475806451612904,0.1988155668358714
2min,120,local_depth,6,0.5,0.7023468803663423,0.1055072463768116,0.914572864321608,0.1891891891891892,0.6836716987680028,0.11225997045790251,0.9193548387096774,0.20008775778850374
2min,120,local_depth,6,0.6,0.7609234878839916,0.12195121951219512,0.8542713567839196,0.21343377275580666,0.7055353114697206,0.11646373742721017,0.8870967741935484,0.20589611605053815
2min,120,local_depth,6,0.7,0.7933600457927876,0.13043478260869565,0.7839195979899497,0.22365591397849463,0.7617560298455666,0.13545042125729098,0.842741935483871,0.2333891680625349
2min,120,local_depth,6,0.8,0.8175920625834764,0.09947089947089947,0.4723618090452261,0.16433566433566432,0.9099427381572098,0.21473684210526317,0.4112903225806452,0.2821576763485477
2min,120,local_depth,6,0.9,0.9442854417095974,0.030303030303030304,0.01507537688442211,0.020134228187919462,0.956793336803748,0.3333333333333333,0.004032258064516129,0.00796812749003984
2min,120,local_depth,6,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,local_depth+imbalance,9,0.1,0.5926349933218852,0.08239861949956859,0.9597989949748744,0.15176797775129122,0.6031580773902482,0.09719478467009088,0.9919354838709677,0.17704210147535085
2min,120,local_depth+imbalance,9,0.2,0.6452966991032246,0.09273797841020609,0.949748743718593,0.16897630755476084,0.648794030886691,0.10742705570291777,0.9798387096774194,0.19362549800796813
2min,120,local_depth+imbalance,9,0.3,0.6750620110665904,0.10042507970244421,0.949748743718593,0.18164344065353197,0.6614610445948291,0.1102974828375286,0.9717741935483871,0.19810933004521167
2min,120,local_depth+imbalance,9,0.4,0.6928067162755199,0.10476190476190476,0.9396984924623115,0.18850806451612903,0.6716987680027763,0.11116367076631978,0.9475806451612904,0.19898391193903472
2min,120,local_depth+imbalance,9,0.5,0.726960503720664,0.11403508771929824,0.914572864321608,0.20278551532033426,0.6802012840534444,0.11116528522671867,0.9193548387096774,0.19834710743801653
2min,120,local_depth+imbalance,9,0.6,0.7578706353749285,0.12002840909090909,0.8492462311557789,0.2103298070939639,0.7093527676557349,0.11824505082932049,0.8911290322580645,0.20878601794992915
2min,120,local_depth+imbalance,9,0.7,0.793932455638237,0.1295206055508831,0.7738693467336684,0.2219020172910663,0.7574180114523685,0.13141025641025642,0.8266129032258065,0.22676991150442477
2min,120,local_depth+imbalance,9,0.8,0.8168288494562106,0.09820485744456177,0.46733668341708545,0.16230366492146597,0.9121985077216728,0.22077922077922077,0.4112903225806452,0.28732394366197184
2min,120,local_depth+imbalance,9,0.9,0.9503911467277237,0.04477611940298507,0.01507537688442211,0.022556390977443608,0.956793336803748,0.3333333333333333,0.004032258064516129,0.00796812749003984
2min,120,local_depth+imbalance,9,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,local_depth+total_depth,9,0.1,0.6550276664758634,0.09674185463659148,0.9698492462311558,0.17593436645396535,0.6510498004511539,0.10943730615861763,0.9959677419354839,0.19720558882235528
2min,120,local_depth+total_depth,9,0.2,0.6851745850028621,0.10420076377523187,0.9597989949748744,0.18799212598425197,0.6715252472670484,0.11511464670098269,0.9919354838709677,0.20628930817610064
2min,120,local_depth+total_depth,9,0.3,0.7109330280480824,0.1115702479338843,0.949748743718593,0.19968304278922344,0.6902654867256637,0.11936602278355622,0.9717741935483871,0.21261579179532422
2min,120,local_depth+total_depth,9,0.4,0.7618775042930739,0.1303735024665257,0.9296482412060302,0.22867737948084055,0.7548152004164498,0.1450335161486898,0.9596774193548387,0.25198517734250925
2min,120,local_depth+total_depth,9,0.5,0.779431406220187,0.1372251705837756,0.9095477386934674,0.23847167325428195,0.8601422870032969,0.22700587084148727,0.9354838709677419,0.3653543307086614
2min,120,local_depth+total_depth,9,0.6,0.8568975386376646,0.19286510590858416,0.8693467336683417,0.3156934306569343,0.8960610792989763,0.2752880921895006,0.8669354838709677,0.41788143828960156
2min,120,local_depth+total_depth,9,0.7,0.9116580805189849,0.27319587628865977,0.7989949748743719,0.40717029449423814,0.9045635953496443,0.27988338192419826,0.7741935483870968,0.41113490364025695
2min,120,local_depth+total_depth,9,0.8,0.922343064300706,0.2824267782426778,0.678391959798995,0.3988183161004431,0.9104633003643935,0.24906367041198502,0.5362903225806451,0.340153452685422
2min,120,local_depth+total_depth,9,0.9,0.9341728677733258,0.2937853107344633,0.5226130653266332,0.37613019891500904,0.9200069408294291,0.2585034013605442,0.4596774193548387,0.3309143686502177
2min,120,local_depth+total_depth,9,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,local_depth+total_depth+imbalance,12,0.1,0.6540736500667812,0.0965,0.9698492462311558,0.1755343337880855,0.6508762797154259,0.10938883968113375,0.9959677419354839,0.1971268954509178
2min,120,local_depth+total_depth+imbalance,12,0.2,0.6851745850028621,0.10420076377523187,0.9597989949748744,0.18799212598425197,0.6716987680027763,0.11552853133769879,0.9959677419354839,0.20704107292539817
2min,120,local_depth+total_depth+imbalance,12,0.3,0.7281053234115626,0.11783042394014963,0.949748743718593,0.2096505823627288,0.6914801318757592,0.11940298507462686,0.967741935483871,0.21257750221434898
2min,120,local_depth+total_depth+imbalance,12,0.4,0.7704636519748139,0.13411078717201166,0.9246231155778895,0.23424570337364736,0.7593267395453757,0.14780457637600494,0.9637096774193549,0.25630026809651474
2min,120,local_depth+total_depth+imbalance,12,0.5,0.7788589963747377,0.13636363636363635,0.9045226130653267,0.2369980250164582,0.8615304528891202,0.22933070866141733,0.9395161290322581,0.3686708860759494
2min,120,local_depth+total_depth+imbalance,12,0.6,0.8452585384468613,0.1792452830188679,0.8592964824120602,0.2966175195143105,0.8924171438486899,0.26865671641791045,0.8709677419354839,0.41064638783269963
2min,120,local_depth+total_depth+imbalance,12,0.7,0.9133753100553329,0.27902946273830154,0.8090452261306532,0.41494845360824745,0.9042165538781884,0.27906976744186046,0.7741935483870968,0.41025641025641024
2min,120,local_depth+total_depth+imbalance,12,0.8,0.921961457737073,0.2803347280334728,0.6733668341708543,0.39586410635155095,0.9099427381572098,0.24953789279112754,0.5443548387096774,0.34220532319391633
2min,120,local_depth+total_depth+imbalance,12,0.9,0.9349360809005914,0.2936046511627907,0.507537688442211,0.3720073664825046,0.9196598993579733,0.255125284738041,0.45161290322580644,0.3260553129548763
2min,120,local_depth+total_depth+imbalance,12,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,price,6,0.1,0.037969853081473,0.037969853081473,1.0,0.07316176470588236,0.04303314246052403,0.04303314246052403,1.0,0.08251538845450009
2min,120,price,6,0.2,0.037969853081473,0.037969853081473,1.0,0.07316176470588236,0.04303314246052403,0.04303314246052403,1.0,0.08251538845450009
2min,120,price,6,0.3,0.037969853081473,0.037969853081473,1.0,0.07316176470588236,0.04303314246052403,0.04303314246052403,1.0,0.08251538845450009
2min,120,price,6,0.4,0.0726960503720664,0.027569430366916683,0.6834170854271356,0.05300077942322681,0.10654173173694256,0.036679901682737756,0.782258064516129,0.07007404731804226
2min,120,price,6,0.5,0.4037397443236024,0.02988431876606684,0.46733668341708545,0.05617638175777711,0.14072531667534272,0.026950925181013677,0.5403225806451613,0.05134099616858238
2min,120,price,6,0.6,0.9410417859187178,0.16463414634146342,0.135678391959799,0.1487603305785124,0.4688530279368385,0.015167183729748363,0.1774193548387097,0.027945379485550967
2min,120,price,6,0.7,0.9606945239458119,0.18181818181818182,0.010050251256281407,0.01904761904761905,0.9356238070449419,0.0,0.0,0.0
2min,120,price,6,0.8,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,price,6,0.9,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,price,6,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,price+imbalance,9,0.1,0.037969853081473,0.037969853081473,1.0,0.07316176470588236,0.04303314246052403,0.04303314246052403,1.0,0.08251538845450009
2min,120,price+imbalance,9,0.2,0.03777904979965655,0.03760977472317679,0.9899497487437185,0.07246643369505242,0.04303314246052403,0.04303314246052403,1.0,0.08251538845450009
2min,120,price+imbalance,9,0.3,0.06277427971761114,0.03621334382995473,0.9246231155778895,0.0696969696969697,0.09803921568627451,0.04419889502762431,0.967741935483871,0.08453680873547023
2min,120,price+imbalance,9,0.4,0.34764357946956687,0.04235361000568505,0.7487437185929648,0.08017218186709713,0.1504424778761062,0.03852263701350278,0.782258064516129,0.07342922028766086
2min,120,price+imbalance,9,0.5,0.636519748139668,0.04675876726886291,0.44221105527638194,0.0845747236905334,0.42894325871941696,0.03991533111581494,0.532258064516129,0.07426160337552742
2min,120,price+imbalance,9,0.6,0.7506201106659035,0.04214876033057851,0.2562814070351759,0.0723917672107878,0.8334200937011973,0.08891454965357967,0.31048387096774194,0.13824057450628366
2min,120,price+imbalance,9,0.7,0.8193092921198245,0.03132832080200501,0.12562814070351758,0.05015045135406219,0.9290300190872809,0.14847161572052403,0.13709677419354838,0.14255765199161424
2min,120,price+imbalance,9,0.8,0.8757870635374928,0.023206751054852322,0.05527638190954774,0.03268945022288262,0.9486378622245358,0.08620689655172414,0.020161290322580645,0.032679738562091505
2min,120,price+imbalance,9,0.9,0.9614577370730777,0.2,0.005025125628140704,0.00980392156862745,0.956966857539476,0.0,0.0,0.0
2min,120,price+imbalance,9,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,price+local_depth,12,0.1,0.6191566494943713,0.08991328160657235,0.9899497487437185,0.16485355648535566,0.5908381051535658,0.09454265949269793,0.9919354838709677,0.1726315789473684
2min,120,price+local_depth,12,0.2,0.6569356992940278,0.09641595153962645,0.9597989949748744,0.17522935779816515,0.6515703626583377,0.10819234194122886,0.9798387096774194,0.19486768243785085
2min,120,price+local_depth,12,0.3,0.6708643388666286,0.09926470588235294,0.949748743718593,0.1797432239657632,0.6677077910810342,0.11250581125058112,0.9758064516129032,0.20175072947061276
2min,120,price+local_depth,12,0.4,0.696241175348216,0.10627473148671567,0.9447236180904522,0.1910569105691057,0.6751691827173347,0.11259541984732824,0.9516129032258065,0.20136518771331058
2min,120,price+local_depth,12,0.5,0.7139858805571456,0.10984393757503001,0.9195979899497487,0.19624664879356568,0.6878361964254729,0.11513647642679901,0.9354838709677419,0.20503756076005303
2min,120,price+local_depth,12,0.6,0.748712077847739,0.11659807956104253,0.8542713567839196,0.2051901025950513,0.7317369425646365,0.12701149425287356,0.8911290322580645,0.22233400402414488
2min,120,price+local_depth,12,0.7,0.7992749475290974,0.1268591426071741,0.7286432160804021,0.21609538002980627,0.7617560298455666,0.12324179504353651,0.7419354838709677,0.21137277426766227
2min,120,price+local_depth,12,0.8,0.864338866628506,0.11676646706586827,0.39195979899497485,0.17993079584775087,0.8179767482214124,0.10228401191658391,0.4153225806451613,0.1641434262948207
2min,120,price+local_depth,12,0.9,0.9362717038733066,0.07006369426751592,0.05527638190954774,0.06179775280898876,0.9550581294464688,0.07692307692307693,0.004032258064516129,0.007662835249042145
2min,120,price+local_depth,12,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,price+local_depth+imbalance,15,0.1,0.6141957641671437,0.08885881822282364,0.9899497487437185,0.1630794701986755,0.6090577824049974,0.09851822186623949,0.9919354838709677,0.17923497267759564
2min,120,price+local_depth+imbalance,15,0.2,0.6576989124212936,0.09661102680829539,0.9597989949748744,0.17555147058823528,0.6522644456012493,0.10838537020517396,0.9798387096774194,0.19518072289156627
2min,120,price+local_depth+imbalance,15,0.3,0.6880366342301087,0.10375275938189846,0.9447236180904522,0.18697165589259074,0.6668401874023946,0.11188486536675951,0.9717741935483871,0.2006661115736886
2min,120,price+local_depth+imbalance,15,0.4,0.6985308147300133,0.10700056915196357,0.9447236180904522,0.19222903885480572,0.6748221412458789,0.1124880838894185,0.9516129032258065,0.20119352088661552
2min,120,price+local_depth+imbalance,15,0.5,0.7277237168479298,0.114321608040201,0.914572864321608,0.2032384142936907,0.6892243623112962,0.11559541604384654,0.9354838709677419,0.2057649667405765
2min,120,price+local_depth+imbalance,15,0.6,0.7557717992749475,0.11802120141342756,0.8391959798994975,0.20693928128872366,0.7339927121290994,0.12796757382744645,0.8911290322580645,0.22379746835443037
2min,120,price+local_depth+imbalance,15,0.7,0.793932455638237,0.12188841201716738,0.7135678391959799,0.20821114369501467,0.7636647579385737,0.12313937753721245,0.7338709677419355,0.21089223638470453
2min,120,price+local_depth+imbalance,15,0.8,0.8511734401831712,0.11624834874504623,0.44221105527638194,0.18410041841004185,0.816935623807045,0.1016781836130306,0.4153225806451613,0.1633624107850912
2min,120,price+local_depth+imbalance,15,0.9,0.9280671627551994,0.0594059405940594,0.06030150753768844,0.059850374064837904,0.9541905257678293,0.2647058823529412,0.036290322580645164,0.06382978723404255
2min,120,price+local_depth+imbalance,15,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,price+local_depth+total_depth,15,0.1,0.6535012402213318,0.0963554667998003,0.9698492462311558,0.17529518619436876,0.6576435884088149,0.11131140153222172,0.9959677419354839,0.2002432103769761
2min,120,price+local_depth+total_depth,15,0.2,0.6851745850028621,0.10420076377523187,0.9597989949748744,0.18799212598425197,0.6739545375672393,0.11623529411764706,0.9959677419354839,0.20817530552043825
2min,120,price+local_depth+total_depth,15,0.3,0.7025376836481587,0.10874568469505179,0.949748743718593,0.19514713474445017,0.7116085372201978,0.12828601472134596,0.9838709677419355,0.22697674418604652
2min,120,price+local_depth+total_depth,15,0.4,0.7668383896203015,0.13333333333333333,0.9346733668341709,0.23337515683814303,0.7433628318584071,0.1402688486265342,0.967741935483871,0.2450229709035222
2min,120,price+local_depth+total_depth,15,0.5,0.8154932264834955,0.1607773851590106,0.914572864321608,0.2734785875281743,0.8068714211348256,0.1745673438675696,0.9354838709677419,0.2942295497780596
2min,120,price+local_depth+total_depth,15,0.6,0.8511734401831712,0.18796992481203006,0.8793969849246231,0.30973451327433627,0.8832205448551101,0.253765932792584,0.8830645161290323,0.39423942394239425
2min,120,price+local_depth+total_depth,15,0.7,0.8908605228009921,0.23470839260312945,0.8291457286432161,0.36585365853658536,0.9019607843137255,0.2706222865412446,0.7540322580645161,0.39829605963791265
2min,120,price+local_depth+total_depth,15,0.8,0.9210074413279908,0.2792607802874743,0.6834170854271356,0.3965014577259475,0.9099427381572098,0.25585585585585585,0.5725806451612904,0.35367372353673726
2min,120,price+local_depth+total_depth,15,0.9,0.9366533104369396,0.30383480825958703,0.5175879396984925,0.3828996282527881,0.9207010237723408,0.26303854875283444,0.46774193548387094,0.3367198838896952
2min,120,price+local_depth+total_depth,15,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,price+local_depth+total_depth+imbalance,18,0.1,0.6554092730394963,0.09683893627696939,0.9698492462311558,0.1760948905109489,0.6553878188443519,0.11066308243727599,0.9959677419354839,0.19919354838709677
2min,120,price+local_depth+total_depth+imbalance,18,0.2,0.6901354703300897,0.10570005534034312,0.9597989949748744,0.19042871385842472,0.6791601596390768,0.11789976133651552,0.9959677419354839,0.21084080239009817
2min,120,price+local_depth+total_depth+imbalance,18,0.3,0.7284869299751956,0.11845386533665836,0.9547738693467337,0.21075984470327233,0.7119555786916536,0.1280295047418335,0.9798387096774194,0.22646784715750232
2min,120,price+local_depth+total_depth+imbalance,18,0.4,0.7637855371112383,0.13077469793887705,0.9246231155778895,0.22914072229140722,0.754468158944994,0.14571948998178508,0.967741935483871,0.2532981530343008
2min,120,price+local_depth+total_depth+imbalance,18,0.5,0.790116390001908,0.14330958036421218,0.9095477386934674,0.2476060191518468,0.8127711261495749,0.17915057915057914,0.9354838709677419,0.30071289695398573
2min,120,price+local_depth+total_depth+imbalance,18,0.6,0.8473573745468422,0.1833508956796628,0.8743718592964824,0.30313588850174217,0.8887732083984036,0.26181818181818184,0.8709677419354839,0.4026095060577819
2min,120,price+local_depth+total_depth+imbalance,18,0.7,0.8906697195191757,0.23285714285714285,0.8190954773869347,0.36262513904338156,0.9024813465209093,0.27113702623906705,0.75,0.39828693790149894
2min,120,price+local_depth+total_depth+imbalance,18,0.8,0.9200534249189086,0.2764227642276423,0.6834170854271356,0.39363241678726485,0.9095956966857539,0.25493716337522443,0.5725806451612904,0.3527950310559006
2min,120,price+local_depth+total_depth+imbalance,18,0.9,0.9374165235642054,0.30973451327433627,0.5276381909547738,0.3903345724907063,0.920180461565157,0.2590909090909091,0.4596774193548387,0.3313953488372093
2min,120,price+local_depth+total_depth+imbalance,18,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,price+total_depth,9,0.1,0.12936462507155122,0.04178916421671566,1.0,0.0802257609352953,0.04303314246052403,0.04303314246052403,1.0,0.08251538845450009
2min,120,price+total_depth,9,0.2,0.20530433123449723,0.04560036663611366,1.0,0.08722331799254876,0.061773381919139336,0.04385499557913351,1.0,0.08402507199728951
2min,120,price+total_depth,9,0.3,0.38332379316924253,0.05800058292043136,1.0,0.10964187327823692,0.07634912372028457,0.04435266654695637,0.9959677419354839,0.08492350008595496
2min,120,price+total_depth,9,0.4,0.5607708452585385,0.07821901323706378,0.9798994974874372,0.1448736998514116,0.12129099427381572,0.045660377358490566,0.9758064516129032,0.08723864455659697
2min,120,price+total_depth,9,0.5,0.764930356802137,0.13238434163701068,0.9346733668341709,0.23192019950124687,0.2252299149748395,0.05033056088718277,0.9516129032258065,0.09560461818918371
2min,120,price+total_depth,9,0.6,0.8893340965464606,0.21944035346097202,0.7487437185929648,0.33940774487471526,0.6127017178552837,0.0914332784184514,0.8951612903225806,0.16591928251121077
2min,120,price+total_depth,9,0.7,0.9076512116008395,0.20739219712525667,0.507537688442211,0.2944606413994169,0.6959916710046851,0.09130434782608696,0.6774193548387096,0.16091954022988506
2min,120,price+total_depth,9,0.8,0.9358900973096738,0.23954372623574144,0.3165829145728643,0.2727272727272727,0.8868644803053964,0.16776315789473684,0.4112903225806452,0.2383177570093458
2min,120,price+total_depth,9,0.9,0.945811867964129,0.2485207100591716,0.21105527638190955,0.22826086956521738,0.924518479958355,0.1471698113207547,0.15725806451612903,0.15204678362573099
2min,120,price+total_depth,9,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,price+total_depth+imbalance,12,0.1,0.144628887616867,0.04250320375907732,1.0,0.08154066789592297,0.04303314246052403,0.04303314246052403,1.0,0.08251538845450009
2min,120,price+total_depth+imbalance,12,0.2,0.27036825033390577,0.04946557295550584,1.0,0.09426811937470393,0.06697900399097692,0.044088888888888886,1.0,0.0844542823088711
2min,120,price+total_depth+imbalance,12,0.3,0.43636710551421487,0.06255954271197206,0.9899497487437185,0.11768219832735961,0.0952628839146278,0.04540461369461735,1.0,0.08686514886164623
2min,120,price+total_depth+imbalance,12,0.4,0.5838580423583286,0.07972858354537744,0.9447236180904522,0.14704732107938992,0.24986985944820406,0.05327778995834247,0.9798387096774194,0.10106051154086089
2min,120,price+total_depth+imbalance,12,0.5,0.6897538637664568,0.09483248154457695,0.8391959798994975,0.1704081632653061,0.5082422349470762,0.07578740157480315,0.9314516129032258,0.14016990291262135
2min,120,price+total_depth+imbalance,12,0.6,0.7803854226292692,0.11363636363636363,0.7035175879396985,0.19566736547868624,0.7353808780149228,0.12196566015393724,0.8306451612903226,0.21270005162622613
2min,120,price+total_depth+imbalance,12,0.7,0.8483113909559244,0.12935323383084577,0.5226130653266332,0.2073778664007976,0.8193649141072358,0.14311431143114312,0.6411290322580645,0.23399558498896247
2min,120,price+total_depth+imbalance,12,0.8,0.9318832283915284,0.23666666666666666,0.35678391959798994,0.2845691382765531,0.8891202498698595,0.16808149405772496,0.39919354838709675,0.23655913978494625
2min,120,price+total_depth+imbalance,12,0.9,0.9461934745277619,0.2573099415204678,0.22110552763819097,0.23783783783783785,0.9297241020301926,0.18218623481781376,0.1814516129032258,0.18181818181818182
2min,120,price+total_depth+imbalance,12,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,total_depth,3,0.1,0.07994657508109139,0.03963353913563035,1.0,0.07624521072796935,0.04303314246052403,0.04303314246052403,1.0,0.08251538845450009
2min,120,total_depth,3,0.2,0.12325892005342493,0.04151022110972048,1.0,0.07971159623472862,0.06264098559777893,0.04389380530973451,1.0,0.0840963038318074
2min,120,total_depth,3,0.3,0.2531959549704255,0.045510154147296304,0.9346733668341709,0.0867942137190854,0.18358493840013881,0.049888911331044235,0.9959677419354839,0.0950182727447586
2min,120,total_depth,3,0.4,0.6739171913756916,0.09408602150537634,0.8793969849246231,0.16998542982030113,0.7131702238417491,0.12573255194459243,0.9516129032258065,0.22211764705882353
2min,120,total_depth,3,0.5,0.8891432932646441,0.22318840579710145,0.7738693467336684,0.3464566929133858,0.8018393197987159,0.13951612903225807,0.6975806451612904,0.2325268817204301
2min,120,total_depth,3,0.6,0.9038351459645106,0.22423146473779385,0.6231155778894473,0.32978723404255317,0.8322054485511019,0.1365015166835187,0.5443548387096774,0.21827000808407437
2min,120,total_depth,3,0.7,0.9181453921007441,0.20959595959595959,0.41708542713567837,0.27899159663865547,0.8538955405170918,0.1481042654028436,0.5040322580645161,0.22893772893772893
2min,120,total_depth,3,0.8,0.9187178019461935,0.1989389920424403,0.3768844221105528,0.2604166666666667,0.8639597431893111,0.14266666666666666,0.4314516129032258,0.21442885771543085
2min,120,total_depth,3,0.9,0.9297843922915474,0.15789473684210525,0.19597989949748743,0.17488789237668162,0.898663890334895,0.09615384615384616,0.16129032258064516,0.12048192771084337
2min,120,total_depth,3,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min,120,total_depth+imbalance,6,0.1,0.10246136233543217,0.0405873954721599,1.0,0.07800862406899255,0.04303314246052403,0.04303314246052403,1.0,0.08251538845450009
2min,120,total_depth+imbalance,6,0.2,0.19690898683457356,0.044938719927371765,0.9949748743718593,0.08599348534201955,0.10758285615131008,0.04600259692079391,1.0,0.08795885795353786
2min,120,total_depth+imbalance,6,0.3,0.4329326464415188,0.0594216714331109,0.9396984924623115,0.11177525403466826,0.5412111747353808,0.08315935977731385,0.9637096774193549,0.15310698270339526
2min,120,total_depth+imbalance,6,0.4,0.5996947147490936,0.07706013363028953,0.8693467336683417,0.14157119476268412,0.7256637168141593,0.12152186257808063,0.8629032258064516,0.21304131408661026
2min,120,total_depth+imbalance,6,0.5,0.7031100934936081,0.0880388585306618,0.7286432160804021,0.1570964247020585,0.7905604719764012,0.13701741105223317,0.7298387096774194,0.2307202039515615
2min,120,total_depth+imbalance,6,0.6,0.795649685174585,0.10649819494584838,0.592964824120603,0.180566182096404,0.8249175776505292,0.14538676607642126,0.6290322580645161,0.23618470855412566
2min,120,total_depth+imbalance,6,0.7,0.8546078992558672,0.12416555407209613,0.46733668341708545,0.1962025316455696,0.8538955405170918,0.15140845070422534,0.5201612903225806,0.23454545454545456
2min,120,total_depth+imbalance,6,0.8,0.9171913756916619,0.1763085399449036,0.32160804020100503,0.2277580071174377,0.877147319104633,0.15465465465465467,0.4153225806451613,0.22538293216630198
2min,120,total_depth+imbalance,6,0.9,0.944094638427781,0.25263157894736843,0.24120603015075376,0.2467866323907455,0.9170570883220545,0.147239263803681,0.1935483870967742,0.1672473867595819
2min,120,total_depth+imbalance,6,1.0,0.962030146918527,0.0,0.0,0.0,0.956966857539476,0.0,0.0,0.0
2min30s,150,imbalance,3,0.1,0.03913707521954945,0.03913707521954945,1.0,0.0753261069263274,0.04566765063379059,0.04566765063379059,1.0,0.087346396545998
2min30s,150,imbalance,3,0.2,0.03913707521954945,0.03913707521954945,1.0,0.0753261069263274,0.04566765063379059,0.04566765063379059,1.0,0.087346396545998
2min30s,150,imbalance,3,0.3,0.03951890034364261,0.03879969418960245,0.9902439024390244,0.07467353319845503,0.051571453377322454,0.0454624934429096,0.9885931558935361,0.08692744901370779
2min30s,150,imbalance,3,0.4,0.385643375334097,0.04854659874138448,0.7902439024390244,0.09147374364765669,0.49018926897030735,0.0728667305848514,0.8669201520912547,0.13443396226415094
2min30s,150,imbalance,3,0.5,0.6200840015273005,0.05218263923733066,0.5073170731707317,0.09463148316651501,0.827053307865949,0.13386613386613386,0.5095057034220533,0.2120253164556962
2min30s,150,imbalance,3,0.6,0.7533409698358152,0.04212299915754002,0.24390243902439024,0.07183908045977011,0.922555999305435,0.21316614420062696,0.2585551330798479,0.23367697594501718
2min30s,150,imbalance,3,0.7,0.8260786559755632,0.02168021680216802,0.07804878048780488,0.033934252386002124,0.945823927765237,0.18181818181818182,0.053231939163498096,0.08235294117647059
2min30s,150,imbalance,3,0.8,0.8993890798014509,0.009146341463414634,0.014634146341463415,0.01125703564727955,0.953985066851884,0.4166666666666667,0.019011406844106463,0.03636363636363636
2min30s,150,imbalance,3,0.9,0.9608629247804505,0.0,0.0,0.0,0.9543323493662094,0.0,0.0,0.0
2min30s,150,imbalance,3,1.0,0.9608629247804505,0.0,0.0,0.0,0.9543323493662094,0.0,0.0,0.0
2min30s,150,local_depth,6,0.1,0.5836197021764032,0.08487394957983194,0.9853658536585366,0.1562862669245648,0.5730161486369161,0.09602649006622517,0.9923954372623575,0.1751090238175109
2min30s,150,local_depth,6,0.2,0.6391752577319587,0.09436687530091478,0.9560975609756097,0.17177914110429449,0.6442090640736239,0.11106271777003485,0.9695817490494296,0.19929660023446658
2min30s,150,local_depth,6,0.3,0.6638029782359679,0.10020554984583761,0.9512195121951219,0.18131101813110181,0.6551484632748741,0.11385029134917078,0.9657794676806084,0.2036888532477947
2min30s,150,local_depth,6,0.4,0.6903398243604429,0.10660744031093837,0.9365853658536586,0.1914257228315055,0.6706025351623546,0.11750936329588015,0.9543726235741445,0.20925385577323885
2min30s,150,local_depth,6,0.5,0.6981672394043528,0.10459770114942529,0.8878048780487805,0.187146529562982,0.6772009029345373,0.11854684512428298,0.9429657794676806,0.21061571125265394
2min30s,150,local_depth,6,0.6,0.747040855288278,0.11643835616438356,0.8292682926829268,0.2042042042042042,0.6966487237367599,0.11987704918032786,0.8897338403041825,0.21128668171557563
2min30s,150,local_depth,6,0.7,0.7865597556319206,0.12303881090008258,0.7268292682926829,0.21045197740112995,0.7492620246570585,0.13300186451211932,0.8136882129277566,0.22863247863247863
2min30s,150,local_depth,6,0.8,0.8178694158075601,0.09946524064171124,0.45365853658536587,0.1631578947368421,0.9071019274179545,0.211864406779661,0.38022813688212925,0.272108843537415
2min30s,150,local_depth,6,0.9,0.9396716303932798,0.04878048780487805,0.02926829268292683,0.036585365853658534,0.953985066851884,0.25,0.0038022813688212928,0.00749063670411985
