horizon,feature_set,feature,coefficient,abs_coefficient
3min,price+local_depth+total_depth+imbalance,imbalance_top5,-0.05566739566777216,0.05566739566777216
3min,price+local_depth+total_depth+imbalance,imbalance_top3,-0.03993485691370834,0.03993485691370834
3min,price+local_depth+total_depth+imbalance,best_yes_ask,-0.02080458011402678,0.02080458011402678
3min,price+local_depth+total_depth+imbalance,best_no_bid,0.020804580113999185,0.020804580113999185
3min,price+local_depth+total_depth+imbalance,midprice,-0.01773666565631692,0.01773666565631692
3min,price+local_depth+total_depth+imbalance,best_yes_bid,-0.014674042230025839,0.014674042230025839
3min,price+local_depth+total_depth+imbalance,best_no_ask,0.01467404222998298,0.01467404222998298
3min30s,price,spread,0.09912166436503572,0.09912166436503572
3min30s,price,best_yes_bid,-0.0643469127934956,0.0643469127934956
3min30s,price,best_no_ask,0.0643469127934956,0.0643469127934956
3min30s,price,midprice,-0.06329061630709457,0.06329061630709457
3min30s,price,best_yes_ask,-0.06222341477955488,0.06222341477955488
3min30s,price,best_no_bid,0.06222341477955454,0.06222341477955454
3min30s,local_depth,no_depth_top3,-5.020242463362434,5.020242463362434
3min30s,local_depth,yes_depth_top3,-4.0223107580520185,4.0223107580520185
3min30s,local_depth,yes_depth_top1,2.1487500539735946,2.1487500539735946
3min30s,local_depth,no_depth_top1,1.9194896636240752,1.9194896636240752
3min30s,local_depth,yes_depth_top5,0.11707740107140215,0.11707740107140215
3min30s,local_depth,no_depth_top5,0.02034878959037148,0.02034878959037148
3min30s,total_depth,yes_total_depth,1.2131564240501886,1.2131564240501886
3min30s,total_depth,no_total_depth,-0.7900248059977615,0.7900248059977615
3min30s,total_depth,total_depth,-0.01420849344427167,0.01420849344427167
3min30s,imbalance,imbalance_top5,0.41222049020021784,0.41222049020021784
3min30s,imbalance,imbalance_top1,0.2767069701815916,0.2767069701815916
3min30s,imbalance,imbalance_top3,-0.08787614705274992,0.08787614705274992
3min30s,price+local_depth,no_depth_top3,-4.735774134765797,4.735774134765797
3min30s,price+local_depth,yes_depth_top3,-3.631861068724057,3.631861068724057
3min30s,price+local_depth,yes_depth_top1,2.2931533106388855,2.2931533106388855
3min30s,price+local_depth,no_depth_top1,2.060405871573088,2.060405871573088
3min30s,price+local_depth,no_depth_top5,-0.6346059724345661,0.6346059724345661
3min30s,price+local_depth,yes_depth_top5,-0.4573129555150436,0.4573129555150436
3min30s,price+local_depth,spread,-0.3081562963715152,0.3081562963715152
3min30s,price+local_depth,best_yes_ask,-0.059473904467675656,0.059473904467675656
3min30s,price+local_depth,best_no_bid,0.0594739044676383,0.0594739044676383
3min30s,price+local_depth,midprice,-0.05585953566385248,0.05585953566385248
3min30s,price+local_depth,best_yes_bid,-0.05224680896399607,0.05224680896399607
3min30s,price+local_depth,best_no_ask,0.05224680896397528,0.05224680896397528
3min30s,price+total_depth,yes_total_depth,1.5154977178645503,1.5154977178645503
3min30s,price+total_depth,no_total_depth,-1.228254729025362,1.228254729025362
3min30s,price+total_depth,total_depth,-0.17691375739292642,0.17691375739292642
3min30s,price+total_depth,best_yes_ask,-0.12541105493686808,0.12541105493686808
3min30s,price+total_depth,best_no_bid,0.12541105493686774,0.12541105493686774
3min30s,price+total_depth,midprice,-0.12525178256954608,0.12525178256954608
3min30s,price+total_depth,best_yes_bid,-0.12507654556452377,0.12507654556452377
3min30s,price+total_depth,best_no_ask,0.1250765455645231,0.1250765455645231
3min30s,price+total_depth,spread,-0.0010616681294898743,0.0010616681294898743
3min30s,price+imbalance,imbalance_top5,0.30001950838936103,0.30001950838936103
3min30s,price+imbalance,imbalance_top1,0.2834871902236519,0.2834871902236519
3min30s,price+imbalance,best_yes_bid,-0.0598159296068908,0.0598159296068908
3min30s,price+imbalance,best_no_ask,0.059815929606890174,0.059815929606890174
3min30s,price+imbalance,midprice,-0.05965053720945501,0.05965053720945501
3min30s,price+imbalance,best_yes_ask,-0.05947692485453583,0.05947692485453583
3min30s,price+imbalance,best_no_bid,0.05947692485453527,0.05947692485453527
3min30s,price+imbalance,spread,0.02115648154403319,0.02115648154403319
3min30s,price+imbalance,imbalance_top3,-0.009040236243687627,0.009040236243687627
3min30s,local_depth+total_depth,no_depth_top3,-3.7251965501923068,3.7251965501923068
3min30s,local_depth+total_depth,yes_depth_top3,-2.7296436790020366,2.7296436790020366
3min30s,local_depth+total_depth,no_depth_top5,-1.8754628719909217,1.8754628719909217
3min30s,local_depth+total_depth,yes_depth_top1,1.632095220660897,1.632095220660897
3min30s,local_depth+total_depth,no_depth_top1,1.283469538499158,1.283469538499158
3min30s,local_depth+total_depth,yes_total_depth,0.7682073111178093,0.7682073111178093
3min30s,local_depth+total_depth,yes_depth_top5,-0.6055385134281591,0.6055385134281591
3min30s,local_depth+total_depth,total_depth,0.4506678130563377,0.4506678130563377
3min30s,local_depth+total_depth,no_total_depth,0.1967231582806566,0.1967231582806566
3min30s,local_depth+imbalance,no_depth_top3,-5.486382671088931,5.486382671088931
3min30s,local_depth+imbalance,yes_depth_top3,-3.872923902072343,3.872923902072343
3min30s,local_depth+imbalance,no_depth_top1,2.137410274438449,2.137410274438449
3min30s,local_depth+imbalance,yes_depth_top1,2.0489393695875266,2.0489393695875266
3min30s,local_depth+imbalance,yes_depth_top5,0.2762279774742286,0.2762279774742286
3min30s,local_depth+imbalance,imbalance_top1,0.10999897579812316,0.10999897579812316
3min30s,local_depth+imbalance,imbalance_top3,-0.06201860185105124,0.06201860185105124
3min30s,local_depth+imbalance,imbalance_top5,-0.05421207542578478,0.05421207542578478
3min30s,local_depth+imbalance,no_depth_top5,-0.005300484728273658,0.005300484728273658
3min30s,total_depth+imbalance,yes_total_depth,1.1377316194910296,1.1377316194910296
3min30s,total_depth+imbalance,no_total_depth,-0.6978140131626711,0.6978140131626711
3min30s,total_depth+imbalance,imbalance_top5,0.4998460183549296,0.4998460183549296
3min30s,total_depth+imbalance,imbalance_top1,0.23593805451214345,0.23593805451214345
3min30s,total_depth+imbalance,imbalance_top3,-0.2194381876379624,0.2194381876379624
3min30s,total_depth+imbalance,total_depth,0.015094749090638347,0.015094749090638347
3min30s,price+local_depth+total_depth,no_depth_top3,-3.055190129494647,3.055190129494647
3min30s,price+local_depth+total_depth,yes_depth_top3,-2.920425446262129,2.920425446262129
3min30s,price+local_depth+total_depth,no_depth_top5,-2.776425892443501,2.776425892443501
3min30s,price+local_depth+total_depth,yes_depth_top1,1.7668828418968994,1.7668828418968994
3min30s,price+local_depth+total_depth,no_depth_top1,1.389112482315324,1.389112482315324
3min30s,price+local_depth+total_depth,yes_total_depth,0.8779901583300899,0.8779901583300899
3min30s,price+local_depth+total_depth,yes_depth_top5,-0.5925107724940706,0.5925107724940706
3min30s,price+local_depth+total_depth,total_depth,0.40171846718649734,0.40171846718649734
3min30s,price+local_depth+total_depth,spread,-0.2827083880094943,0.2827083880094943
3min30s,price+local_depth+total_depth,no_total_depth,0.05295866635221484,0.05295866635221484
3min30s,price+local_depth+total_depth,best_yes_ask,-0.025816638872944615,0.025816638872944615
3min30s,price+local_depth+total_depth,best_no_bid,0.025816638872937114,0.025816638872937114
3min30s,price+local_depth+total_depth,midprice,-0.022534457017511954,0.022534457017511954
3min30s,price+local_depth+total_depth,best_yes_bid,-0.019257448248725266,0.019257448248725266
3min30s,price+local_depth+total_depth,best_no_ask,0.019257448248719913,0.019257448248719913
3min30s,price+local_depth+imbalance,no_depth_top3,-5.170995231867725,5.170995231867725
3min30s,price+local_depth+imbalance,yes_depth_top3,-3.4861329690914653,3.4861329690914653
3min30s,price+local_depth+imbalance,no_depth_top1,2.3901586545692255,2.3901586545692255
3min30s,price+local_depth+imbalance,yes_depth_top1,2.176023219459759,2.176023219459759
3min30s,price+local_depth+imbalance,no_depth_top5,-0.6176309612827596,0.6176309612827596
3min30s,price+local_depth+imbalance,yes_depth_top5,-0.39270564300600097,0.39270564300600097
3min30s,price+local_depth+imbalance,spread,-0.3178731493158923,0.3178731493158923
3min30s,price+local_depth+imbalance,imbalance_top1,0.14756472108114596,0.14756472108114596
3min30s,price+local_depth+imbalance,best_yes_ask,-0.05910414112919479,0.05910414112919479
3min30s,price+local_depth+imbalance,best_no_bid,0.05910414112916278,0.05910414112916278
3min30s,price+local_depth+imbalance,midprice,-0.05537843591623849,0.05537843591623849
3min30s,price+local_depth+imbalance,imbalance_top3,-0.052023290109699215,0.052023290109699215
3min30s,price+local_depth+imbalance,best_yes_bid,-0.05165471095457227,0.05165471095457227
3min30s,price+local_depth+imbalance,best_no_ask,0.05165471095454303,0.05165471095454303
3min30s,price+local_depth+imbalance,imbalance_top5,-0.023150231509260287,0.023150231509260287
3min30s,price+total_depth+imbalance,yes_total_depth,1.449728004437045,1.449728004437045
3min30s,price+total_depth+imbalance,no_total_depth,-1.1474822460847867,1.1474822460847867
3min30s,price+total_depth+imbalance,imbalance_top5,0.31131148452144575,0.31131148452144575
3min30s,price+total_depth+imbalance,imbalance_top1,0.2439043299038622,0.2439043299038622
3min30s,price+total_depth+imbalance,total_depth,-0.1511205299837953,0.1511205299837953
3min30s,price+total_depth+imbalance,imbalance_top3,-0.12212376187459231,0.12212376187459231
3min30s,price+total_depth+imbalance,best_yes_ask,-0.11715765143412953,0.11715765143412953
3min30s,price+total_depth+imbalance,best_no_bid,0.11715765143412875,0.11715765143412875
3min30s,price+total_depth+imbalance,midprice,-0.11645087296602942,0.11645087296602942
3min30s,price+total_depth+imbalance,best_yes_bid,-0.11573063317726742,0.11573063317726742
3min30s,price+total_depth+imbalance,best_no_ask,0.11573063317726662,0.11573063317726662
3min30s,price+total_depth+imbalance,spread,-0.04950111839737377,0.04950111839737377
3min30s,local_depth+total_depth+imbalance,no_depth_top3,-3.7704006289497407,3.7704006289497407
3min30s,local_depth+total_depth+imbalance,yes_depth_top3,-2.5103240707808503,2.5103240707808503
3min30s,local_depth+total_depth+imbalance,no_depth_top5,-2.3627538163071886,2.3627538163071886
3min30s,local_depth+total_depth+imbalance,yes_depth_top1,1.51243749066862,1.51243749066862
3min30s,local_depth+total_depth+imbalance,no_depth_top1,1.4566385403590638,1.4566385403590638
3min30s,local_depth+total_depth+imbalance,yes_total_depth,0.758927696346471,0.758927696346471
3min30s,local_depth+total_depth+imbalance,yes_depth_top5,-0.46886106943991773,0.46886106943991773
3min30s,local_depth+total_depth+imbalance,total_depth,0.45948272127137973,0.45948272127137973
3min30s,local_depth+total_depth+imbalance,no_total_depth,0.2159674370895706,0.2159674370895706
3min30s,local_depth+total_depth+imbalance,imbalance_top5,-0.10766798816765273,0.10766798816765273
3min30s,local_depth+total_depth+imbalance,imbalance_top1,0.1051845955842398,0.1051845955842398
3min30s,local_depth+total_depth+imbalance,imbalance_top3,-0.024888471110716067,0.024888471110716067
3min30s,price+local_depth+total_depth+imbalance,no_depth_top3,-3.3079216621890217,3.3079216621890217
3min30s,price+local_depth+total_depth+imbalance,no_depth_top5,-2.959434082447073,2.959434082447073
3min30s,price+local_depth+total_depth+imbalance,yes_depth_top3,-2.7331062387989875,2.7331062387989875
3min30s,price+local_depth+total_depth+imbalance,no_depth_top1,1.64957047359124,1.64957047359124
3min30s,price+local_depth+total_depth+imbalance,yes_depth_top1,1.6319102717389573,1.6319102717389573
3min30s,price+local_depth+total_depth+imbalance,yes_total_depth,0.8501660793548339,0.8501660793548339
3min30s,price+local_depth+total_depth+imbalance,yes_depth_top5,-0.510750999772048,0.510750999772048
3min30s,price+local_depth+total_depth+imbalance,total_depth,0.4128005625431026,0.4128005625431026
3min30s,price+local_depth+total_depth+imbalance,spread,-0.2889916795630028,0.2889916795630028
3min30s,price+local_depth+total_depth+imbalance,imbalance_top1,0.14284982149332032,0.14284982149332032
3min30s,price+local_depth+total_depth+imbalance,no_total_depth,0.0873877744212117,0.0873877744212117
3min30s,price+local_depth+total_depth+imbalance,imbalance_top5,-0.06063253738820066,0.06063253738820066
3min30s,price+local_depth+total_depth+imbalance,imbalance_top3,-0.030293025918659077,0.030293025918659077
3min30s,price+local_depth+total_depth+imbalance,best_yes_ask,-0.02289563207018026,0.02289563207018026
3min30s,price+local_depth+total_depth+imbalance,best_no_bid,0.022895632070169335,0.022895632070169335
3min30s,price+local_depth+total_depth+imbalance,midprice,-0.019544600673390585,0.019544600673390585
3min30s,price+local_depth+total_depth+imbalance,best_yes_bid,-0.016199303104418566,0.016199303104418566
3min30s,price+local_depth+total_depth+imbalance,best_no_ask,0.016199303104411002,0.016199303104411002
4min,price,spread,0.10119064437394501,0.10119064437394501
4min,price,best_yes_bid,-0.0641741444545306,0.0641741444545306
4min,price,best_no_ask,0.06417414445453014,0.06417414445453014
4min,price,midprice,-0.0630921047148129,0.0630921047148129
4min,price,best_yes_ask,-0.06199913497049509,0.06199913497049509
4min,price,best_no_bid,0.06199913497049467,0.06199913497049467
4min,local_depth,no_depth_top3,-5.684000068563781,5.684000068563781
4min,local_depth,yes_depth_top3,-4.159785144234283,4.159785144234283
4min,local_depth,yes_depth_top1,2.1519284184811163,2.1519284184811163
4min,local_depth,no_depth_top1,2.084261603194481,2.084261603194481
4min,local_depth,no_depth_top5,0.5910015848875667,0.5910015848875667
4min,local_depth,yes_depth_top5,0.25502340954443614,0.25502340954443614
4min,total_depth,yes_total_depth,1.21818174969867,1.21818174969867
4min,total_depth,no_total_depth,-0.7898398376918081,0.7898398376918081
4min,total_depth,total_depth,-0.012018428094534513,0.012018428094534513
4min,imbalance,imbalance_top5,0.4421264964031507,0.4421264964031507
4min,imbalance,imbalance_top1,0.2720781558073441,0.2720781558073441
4min,imbalance,imbalance_top3,-0.1092946857099519,0.1092946857099519
4min,price+local_depth,no_depth_top3,-5.344302912666662,5.344302912666662
4min,price+local_depth,yes_depth_top3,-3.8251610496756254,3.8251610496756254
4min,price+local_depth,yes_depth_top1,2.2926042484246953,2.2926042484246953
4min,price+local_depth,no_depth_top1,2.2165462278940486,2.2165462278940486
4min,price+local_depth,spread,-0.2981265668421168,0.2981265668421168
4min,price+local_depth,yes_depth_top5,-0.2572696280855589,0.2572696280855589
4min,price+local_depth,no_depth_top5,-0.07800221011057609,0.07800221011057609
4min,price+local_depth,best_yes_ask,-0.054223554292313667,0.054223554292313667
4min,price+local_depth,best_no_bid,0.054223554292287444,0.054223554292287444
4min,price+local_depth,midprice,-0.05072874289262896,0.05072874289262896
4min,price+local_depth,best_yes_bid,-0.047235846737078514,0.047235846737078514
4min,price+local_depth,best_no_ask,0.047235846737058614,0.047235846737058614
4min,price+total_depth,yes_total_depth,1.525676915105153,1.525676915105153
4min,price+total_depth,no_total_depth,-1.2315529512255952,1.2315529512255952
4min,price+total_depth,total_depth,-0.17486072227270752,0.17486072227270752
4min,price+total_depth,best_no_bid,0.12569484006264253,0.12569484006264253
4min,price+total_depth,best_yes_ask,-0.1256948400626424,0.1256948400626424
4min,price+total_depth,midprice,-0.12549516893147922,0.12549516893147922
4min,price+total_depth,best_yes_bid,-0.12527956620288763,0.12527956620288763
4min,price+total_depth,best_no_ask,0.12527956620288755,0.12527956620288755
4min,price+total_depth,spread,-0.004682321337489863,0.004682321337489863
4min,price+imbalance,imbalance_top5,0.31876328197130194,0.31876328197130194
4min,price+imbalance,imbalance_top1,0.27665347225936454,0.27665347225936454
4min,price+imbalance,best_yes_bid,-0.058914512724572765,0.058914512724572765
4min,price+imbalance,best_no_ask,0.05891451272457267,0.05891451272457267
4min,price+imbalance,midprice,-0.05869473885622246,0.05869473885622246
4min,price+imbalance,best_yes_ask,-0.05846672714452624,0.05846672714452624
4min,price+imbalance,best_no_bid,0.05846672714452519,0.05846672714452519
4min,price+imbalance,spread,0.02569713355713424,0.02569713355713424
4min,price+imbalance,imbalance_top3,-0.018450979751373452,0.018450979751373452
4min,local_depth+total_depth,no_depth_top3,-4.774155621264192,4.774155621264192
4min,local_depth+total_depth,yes_depth_top3,-2.9680956049652916,2.9680956049652916
4min,local_depth+total_depth,yes_depth_top1,1.6520596825258484,1.6520596825258484
4min,local_depth+total_depth,no_depth_top1,1.4936338897890287,1.4936338897890287
4min,local_depth+total_depth,no_depth_top5,-0.9247811692546747,0.9247811692546747
4min,local_depth+total_depth,yes_total_depth,0.8082642939619684,0.8082642939619684
4min,local_depth+total_depth,total_depth,0.4411013229974587,0.4411013229974587
4min,local_depth+total_depth,yes_depth_top5,-0.40022759854033785,0.40022759854033785
4min,local_depth+total_depth,no_total_depth,0.15693832587085682,0.15693832587085682
4min,local_depth+imbalance,no_depth_top3,-6.142508781562935,6.142508781562935
4min,local_depth+imbalance,yes_depth_top3,-3.8716687854515364,3.8716687854515364
4min,local_depth+imbalance,no_depth_top1,2.3296720393377806,2.3296720393377806
4min,local_depth+imbalance,yes_depth_top1,2.035883794351145,2.035883794351145
4min,local_depth+imbalance,no_depth_top5,0.5512502385042167,0.5512502385042167
4min,local_depth+imbalance,yes_depth_top5,0.30047725738396514,0.30047725738396514
4min,local_depth+imbalance,imbalance_top1,0.11842498844080043,0.11842498844080043
4min,local_depth+imbalance,imbalance_top3,-0.07823915525834954,0.07823915525834954
4min,local_depth+imbalance,imbalance_top5,-0.0352407928805302,0.0352407928805302
4min,total_depth+imbalance,yes_total_depth,1.151131780991767,1.151131780991767
4min,total_depth+imbalance,no_total_depth,-0.7068445072887741,0.7068445072887741
4min,total_depth+imbalance,imbalance_top5,0.5455144040011802,0.5455144040011802
4min,total_depth+imbalance,imbalance_top3,-0.2574042605098365,0.2574042605098365
4min,total_depth+imbalance,imbalance_top1,0.2273901210697685,0.2273901210697685
4min,total_depth+imbalance,total_depth,0.014705209844504855,0.014705209844504855
4min,price+local_depth+total_depth,no_depth_top3,-4.761166456006348,4.761166456006348
4min,price+local_depth+total_depth,yes_depth_top3,-3.214392738946497,3.214392738946497
4min,price+local_depth+total_depth,yes_depth_top1,1.7814473667658182,1.7814473667658182
4min,price+local_depth+total_depth,no_depth_top1,1.6567493820470685,1.6567493820470685
4min,price+local_depth+total_depth,no_depth_top5,-1.211654344577224,1.211654344577224
4min,price+local_depth+total_depth,yes_total_depth,0.9112993279845917,0.9112993279845917
4min,price+local_depth+total_depth,total_depth,0.3926985556623818,0.3926985556623818
4min,price+local_depth+total_depth,yes_depth_top5,-0.345830329045034,0.345830329045034
4min,price+local_depth+total_depth,spread,-0.27827187158291344,0.27827187158291344
4min,price+local_depth+total_depth,best_yes_ask,-0.023326589750429852,0.023326589750429852
4min,price+local_depth+total_depth,best_no_bid,0.023326589750408737,0.023326589750408737
4min,price+local_depth+total_depth,midprice,-0.020096170186531835,0.020096170186531835
4min,price+local_depth+total_depth,no_total_depth,0.018274350402992807,0.018274350402992807
4min,price+local_depth+total_depth,best_yes_bid,-0.016871026904635836,0.016871026904635836
4min,price+local_depth+total_depth,best_no_ask,0.016871026904617167,0.016871026904617167
4min,price+local_depth+imbalance,no_depth_top3,-5.741545951186831,5.741545951186831
4min,price+local_depth+imbalance,yes_depth_top3,-3.653071688588733,3.653071688588733
4min,price+local_depth+imbalance,no_depth_top1,2.5069812392913358,2.5069812392913358
4min,price+local_depth+imbalance,yes_depth_top1,2.1722706822440347,2.1722706822440347
4min,price+local_depth+imbalance,spread,-0.3047024820453344,0.3047024820453344
4min,price+local_depth+imbalance,yes_depth_top5,-0.2278065211144059,0.2278065211144059
4min,price+local_depth+imbalance,imbalance_top1,0.14004013013816743,0.14004013013816743
4min,price+local_depth+imbalance,best_yes_ask,-0.053815033355023544,0.053815033355023544
4min,price+local_depth+imbalance,best_no_bid,0.05381503335498382,0.05381503335498382
4min,price+local_depth+imbalance,imbalance_top3,-0.05059126223758722,0.05059126223758722
4min,price+local_depth+imbalance,midprice,-0.050244996110855956,0.050244996110855956
4min,price+local_depth+imbalance,best_yes_bid,-0.0466771215048752,0.0466771215048752
4min,price+local_depth+imbalance,best_no_ask,0.04667712150484267,0.04667712150484267
4min,price+local_depth+imbalance,no_depth_top5,-0.0405789343098623,0.0405789343098623
4min,price+local_depth+imbalance,imbalance_top5,-0.013817893247966336,0.013817893247966336
4min,price+total_depth+imbalance,yes_total_depth,1.4620627221404325,1.4620627221404325
4min,price+total_depth+imbalance,no_total_depth,-1.1528180349303077,1.1528180349303077
4min,price+total_depth+imbalance,imbalance_top5,0.3438631018471367,0.3438631018471367
4min,price+total_depth+imbalance,imbalance_top1,0.22864389931578388,0.22864389931578388
4min,price+total_depth+imbalance,total_depth,-0.14951144669040908,0.14951144669040908
4min,price+total_depth+imbalance,imbalance_top3,-0.13951237622326992,0.13951237622326992
4min,price+total_depth+imbalance,best_yes_ask,-0.11646139873134696,0.11646139873134696
4min,price+total_depth+imbalance,best_no_bid,0.11646139873134606,0.11646139873134606
4min,price+total_depth+imbalance,midprice,-0.11572895690985402,0.11572895690985402
4min,price+total_depth+imbalance,best_yes_bid,-0.11498316517658368,0.11498316517658368
4min,price+total_depth+imbalance,best_no_ask,0.11498316517658258,0.11498316517658258
4min,price+total_depth+imbalance,spread,-0.051893537277613394,0.051893537277613394
4min,local_depth+total_depth+imbalance,no_depth_top3,-4.8385130965875405,4.8385130965875405
4min,local_depth+total_depth+imbalance,yes_depth_top3,-2.7655236624768524,2.7655236624768524
4min,local_depth+total_depth+imbalance,no_depth_top1,1.672703812449389,1.672703812449389
4min,local_depth+total_depth+imbalance,yes_depth_top1,1.538301893792893,1.538301893792893
4min,local_depth+total_depth+imbalance,no_depth_top5,-1.365660278075562,1.365660278075562
4min,local_depth+total_depth+imbalance,yes_total_depth,0.797038871274848,0.797038871274848
4min,local_depth+total_depth+imbalance,total_depth,0.448833546891912,0.448833546891912
4min,local_depth+total_depth+imbalance,yes_depth_top5,-0.2783959399105763,0.2783959399105763
4min,local_depth+total_depth+imbalance,no_total_depth,0.17577415412500993,0.17577415412500993
4min,local_depth+total_depth+imbalance,imbalance_top1,0.10753152822127382,0.10753152822127382
4min,local_depth+total_depth+imbalance,imbalance_top5,-0.08883840368083235,0.08883840368083235
4min,local_depth+total_depth+imbalance,imbalance_top3,-0.03727324381314628,0.03727324381314628
4min,price+local_depth+total_depth+imbalance,no_depth_top3,-4.921648188218238,4.921648188218238
4min,price+local_depth+total_depth+imbalance,yes_depth_top3,-2.9432900191515228,2.9432900191515228
4min,price+local_depth+total_depth+imbalance,no_depth_top1,1.928566266079727,1.928566266079727
4min,price+local_depth+total_depth+imbalance,yes_depth_top1,1.6506429943356533,1.6506429943356533
4min,price+local_depth+total_depth+imbalance,no_depth_top5,-1.495450758001142,1.495450758001142
4min,price+local_depth+total_depth+imbalance,yes_total_depth,0.880225433720546,0.880225433720546
4min,price+local_depth+total_depth+imbalance,total_depth,0.4061771237104606,0.4061771237104606
4min,price+local_depth+total_depth+imbalance,yes_depth_top5,-0.3531566717038768,0.3531566717038768
4min,price+local_depth+total_depth+imbalance,spread,-0.28398543719269864,0.28398543719269864
4min,price+local_depth+total_depth+imbalance,imbalance_top1,0.1426715963563432,0.1426715963563432
4min,price+local_depth+total_depth+imbalance,imbalance_top3,-0.06394910133043152,0.06394910133043152
4min,price+local_depth+total_depth+imbalance,no_total_depth,0.058396501740695335,0.058396501740695335
4min,price+local_depth+total_depth+imbalance,imbalance_top5,-0.020162612943345336,0.020162612943345336
4min,price+local_depth+total_depth+imbalance,best_yes_ask,-0.019545615152112214,0.019545615152112214
4min,price+local_depth+total_depth+imbalance,best_no_bid,0.019545615152099988,0.019545615152099988
4min,price+local_depth+total_depth+imbalance,midprice,-0.016253807884908347,0.016253807884908347
4min,price+local_depth+total_depth+imbalance,best_yes_bid,-0.012967929881150272,0.012967929881150272
4min,price+local_depth+total_depth+imbalance,best_no_ask,0.012967929881144478,0.012967929881144478
4min30s,price,spread,0.10363069130726722,0.10363069130726722
4min30s,price,best_yes_bid,-0.06501034098077747,0.06501034098077747
4min30s,price,best_no_ask,0.06501034098077697,0.06501034098077697
4min30s,price,midprice,-0.06390003790059265,0.06390003790059265
4min30s,price,best_no_bid,0.06277861253645482,0.06277861253645482
4min30s,price,best_yes_ask,-0.06277861253645467,0.06277861253645467
4min30s,local_depth,no_depth_top3,-5.523659311171146,5.523659311171146
4min30s,local_depth,yes_depth_top3,-3.9370941340438685,3.9370941340438685
4min30s,local_depth,yes_depth_top1,2.077322285159377,2.077322285159377
4min30s,local_depth,no_depth_top1,1.9851093637584887,1.9851093637584887
4min30s,local_depth,no_depth_top5,0.6417912248556126,0.6417912248556126
4min30s,local_depth,yes_depth_top5,0.23735839293700298,0.23735839293700298
4min30s,total_depth,yes_total_depth,1.2317503869273205,1.2317503869273205
4min30s,total_depth,no_total_depth,-0.789930278641948,0.789930278641948
4min30s,total_depth,total_depth,-0.0064224846834842085,0.0064224846834842085
4min30s,imbalance,imbalance_top5,0.4316649021704228,0.4316649021704228
4min30s,imbalance,imbalance_top1,0.28305841476409993,0.28305841476409993
4min30s,imbalance,imbalance_top3,-0.11718979046103,0.11718979046103
4min30s,price+local_depth,no_depth_top3,-5.137861653848094,5.137861653848094
4min30s,price+local_depth,yes_depth_top3,-3.5640737334355053,3.5640737334355053
4min30s,price+local_depth,yes_depth_top1,2.205982822443198,2.205982822443198
4min30s,price+local_depth,no_depth_top1,2.13710298862424,2.13710298862424
4min30s,price+local_depth,yes_depth_top5,-0.30151170566548,0.30151170566548
4min30s,price+local_depth,spread,-0.2930673800617432,0.2930673800617432
4min30s,price+local_depth,no_depth_top5,-0.0861521794099937,0.0861521794099937
4min30s,price+local_depth,best_yes_ask,-0.05486195134673385,0.05486195134673385
4min30s,price+local_depth,best_no_bid,0.054861951346719895,0.054861951346719895
4min30s,price+local_depth,midprice,-0.05142115413619392,0.05142115413619392
4min30s,price+local_depth,best_yes_bid,-0.04798203292153622,0.04798203292153622
4min30s,price+local_depth,best_no_ask,0.0479820329215238,0.0479820329215238
4min30s,price+total_depth,yes_total_depth,1.5345573271751844,1.5345573271751844
4min30s,price+total_depth,no_total_depth,-1.2262171546546532,1.2262171546546532
4min30s,price+total_depth,total_depth,-0.16763197306446595,0.16763197306446595
4min30s,price+total_depth,best_yes_ask,-0.1257577480444341,0.1257577480444341
4min30s,price+total_depth,best_no_bid,0.12575774804443401,0.12575774804443401
4min30s,price+total_depth,midprice,-0.12555082499419107,0.12555082499419107
4min30s,price+total_depth,best_yes_bid,-0.12532794597567237,0.12532794597567237
4min30s,price+total_depth,best_no_ask,0.12532794597567146,0.12532794597567146
4min30s,price+total_depth,spread,-0.005305518531428409,0.005305518531428409
4min30s,price+imbalance,imbalance_top5,0.3000629635287313,0.3000629635287313
4min30s,price+imbalance,imbalance_top1,0.28541287928517783,0.28541287928517783
4min30s,price+imbalance,best_yes_bid,-0.06073854230018964,0.06073854230018964
4min30s,price+imbalance,best_no_ask,0.06073854230018958,0.06073854230018958
4min30s,price+imbalance,midprice,-0.06048339383342174,0.06048339383342174
4min30s,price+imbalance,best_yes_ask,-0.06021966954613785,0.06021966954613785
4min30s,price+imbalance,best_no_bid,0.06021966954613752,0.06021966954613752
4min30s,price+imbalance,spread,0.028943472711251736,0.028943472711251736
4min30s,price+imbalance,imbalance_top3,-0.015554858622760077,0.015554858622760077
4min30s,local_depth+total_depth,no_depth_top3,-4.648264727951046,4.648264727951046
4min30s,local_depth+total_depth,yes_depth_top3,-2.8533907526398847,2.8533907526398847
4min30s,local_depth+total_depth,yes_depth_top1,1.5996837530217334,1.5996837530217334
4min30s,local_depth+total_depth,no_depth_top1,1.3981774205294142,1.3981774205294142
4min30s,local_depth+total_depth,yes_total_depth,0.8057647253033184,0.8057647253033184
4min30s,local_depth+total_depth,no_depth_top5,-0.7814182235390016,0.7814182235390016
4min30s,local_depth+total_depth,total_depth,0.43775298562259707,0.43775298562259707
4min30s,local_depth+total_depth,yes_depth_top5,-0.37801878099242603,0.37801878099242603
4min30s,local_depth+total_depth,no_total_depth,0.1535220733586487,0.1535220733586487
